id,kind,word,translation,category,curriculumLevel,example,exampleZh,phonetic
zh-触,literacy,触,chù,body,L4,触发 触犯,用组词来记：「触发」「触犯」。看见这些词，就能找到「触」。,chù
zh-课,literacy,课,kè,school,L4,上课 课文,用组词来记：「上课」「课文」。看见这些词，就能找到「课」。,kè
zh-敬,literacy,敬,jìng,life,L4,崇敬 敬爱,用组词来记：「崇敬」「敬爱」。看见这些词，就能找到「敬」。,jìng
zh-哭,literacy,哭,kū,action,L4,爱哭 哭了,用组词来记：「爱哭」「哭了」。看见这些词，就能找到「哭」。,kū
zh-懂,literacy,懂,dǒng,life,L4,不懂 懂得,用组词来记：「不懂」「懂得」。看见这些词，就能找到「懂」。,dǒng
zh-墙,literacy,墙,qiáng,life,L4,墙角数枝 墙报,用组词来记：「墙角数枝」「墙报」。看见这些词，就能找到「墙」。,qiáng
zh-袭,literacy,袭,xí,life,L4,抄袭 承袭,用组词来记：「抄袭」「承袭」。看见这些词，就能找到「袭」。,xí
zh-召,literacy,召,zhào,life,L4,号召 号召力,用组词来记：「号召」「号召力」。看见这些词，就能找到「召」。,zhào
zh-罚,literacy,罚,fá,life,L4,惩罚 处罚,用组词来记：「惩罚」「处罚」。看见这些词，就能找到「罚」。,fá
zh-厅,literacy,厅,tīng,life,L4,办公厅 餐厅,用组词来记：「办公厅」「餐厅」。看见这些词，就能找到「厅」。,tīng
zh-拜,literacy,拜,bài,life,L4,拜访 拜年,用组词来记：「拜访」「拜年」。看见这些词，就能找到「拜」。,bài
zh-巧,literacy,巧,qiǎo,life,L4,不巧 凑巧,用组词来记：「不巧」「凑巧」。看见这些词，就能找到「巧」。,qiǎo
zh-侧,literacy,侧,cè,life,L4,侧面 侧翼,用组词来记：「侧面」「侧翼」。看见这些词，就能找到「侧」。,cè
zh-冒,literacy,冒,mào,life,L4,假冒 冒充,用组词来记：「假冒」「冒充」。看见这些词，就能找到「冒」。,mào
zh-债,literacy,债,zhài,life,L4,负债 公债,用组词来记：「负债」「公债」。看见这些词，就能找到「债」。,zhài
zh-融,literacy,融,róng,life,L4,交融 金融,用组词来记：「交融」「金融」。看见这些词，就能找到「融」。,róng
zh-惯,literacy,惯,guàn,life,L4,按惯例 惯例,用组词来记：「按惯例」「惯例」。看见这些词，就能找到「惯」。,guàn
zh-享,literacy,享,xiǎng,life,L4,分享 共享,用组词来记：「分享」「共享」。看见这些词，就能找到「享」。,xiǎng
zh-戴,literacy,戴,dài,nature,L4,爱戴 北戴河,用组词来记：「爱戴」「北戴河」。看见这些词，就能找到「戴」。,dài
zh-童,literacy,童,tóng,life,L4,儿童相见 松下问童,用组词来记：「儿童相见」「松下问童」。看见这些词，就能找到「童」。,tóng
zh-犹,literacy,犹,yóu,life,L4,农夫犹饿 犹如,用组词来记：「农夫犹饿」「犹如」。看见这些词，就能找到「犹」。,yóu
zh-乘,literacy,乘,chéng,color,L4,李白乘舟 乘车,用组词来记：「李白乘舟」「乘车」。看见这些词，就能找到「乘」。,chéng
zh-挂,literacy,挂,guà,life,L4,挂前川 倒挂,用组词来记：「挂前川」「倒挂」。看见这些词，就能找到「挂」。,guà
zh-奖,literacy,奖,jiǎng,life,L4,颁奖 大奖,用组词来记：「颁奖」「大奖」。看见这些词，就能找到「奖」。,jiǎng
zh-绍,literacy,绍,shào,life,L4,介绍 介绍信,用组词来记：「介绍」「介绍信」。看见这些词，就能找到「绍」。,shào
zh-厚,literacy,厚,hòu,life,L4,丰厚 厚度,用组词来记：「丰厚」「厚度」。看见这些词，就能找到「厚」。,hòu
zh-纵,literacy,纵,zòng,life,L5,操纵 操纵杆,用组词来记：「操纵」「操纵杆」。看见这些词，就能找到「纵」。,zòng
zh-障,literacy,障,zhàng,life,L5,保障 故障,用组词来记：「保障」「故障」。看见这些词，就能找到「障」。,zhàng
zh-讯,literacy,讯,xùn,nature,L5,本报讯 电讯,用组词来记：「本报讯」「电讯」。看见这些词，就能找到「讯」。,xùn
zh-涉,literacy,涉,shè,life,L5,跋涉 干涉,用组词来记：「跋涉」「干涉」。看见这些词，就能找到「涉」。,shè
zh-彻,literacy,彻,chè,life,L5,彻底 彻夜,用组词来记：「彻底」「彻夜」。看见这些词，就能找到「彻」。,chè
zh-刊,literacy,刊,kān,nature,L5,半月刊 报刊,用组词来记：「半月刊」「报刊」。看见这些词，就能找到「刊」。,kān
zh-爆,literacy,爆,bào,body,L5,爆竹声中 爆发,用组词来记：「爆竹声中」「爆发」。看见这些词，就能找到「爆」。,bào
zh-乌,literacy,乌,wū,nature,L5,月落乌啼 乌海,用组词来记：「月落乌啼」「乌海」。看见这些词，就能找到「乌」。,wū
zh-役,literacy,役,yì,life,L5,兵役 兵役法,用组词来记：「兵役」「兵役法」。看见这些词，就能找到「役」。,yì
zh-描,literacy,描,miáo,life,L5,描绘 描述,用组词来记：「描绘」「描述」。看见这些词，就能找到「描」。,miáo
zh-洗,literacy,洗,xǐ,body,L5,洗手 洗碗,用组词来记：「洗手」「洗碗」。看见这些词，就能找到「洗」。,xǐ
zh-患,literacy,患,huàn,life,L5,共患难 后患,用组词来记：「共患难」「后患」。看见这些词，就能找到「患」。,huàn
zh-妙,literacy,妙,miào,life,L5,奥妙 不妙,用组词来记：「奥妙」「不妙」。看见这些词，就能找到「妙」。,miào
zh-镜,literacy,镜,jìng,body,L5,镜头 镜子,用组词来记：「镜头」「镜子」。看见这些词，就能找到「镜」。,jìng
zh-唱,literacy,唱,chàng,action,L5,唱歌 欢唱,用组词来记：「唱歌」「欢唱」。看见这些词，就能找到「唱」。,chàng
zh-烦,literacy,烦,fán,life,L5,烦恼 烦躁,用组词来记：「烦恼」「烦躁」。看见这些词，就能找到「烦」。,fán
zh-签,literacy,签,qiān,life,L5,标签 草签,用组词来记：「标签」「草签」。看见这些词，就能找到「签」。,qiān
zh-彼,literacy,彼,bǐ,life,L5,彼岸 彼此,用组词来记：「彼岸」「彼此」。看见这些词，就能找到「彼」。,bǐ
zh-症,literacy,症,zhèng,life,L5,癌症 病症,用组词来记：「癌症」「病症」。看见这些词，就能找到「症」。,zhèng
zh-仿,literacy,仿,fǎng,life,L5,仿佛 仿古,用组词来记：「仿佛」「仿古」。看见这些词，就能找到「仿」。,fǎng
zh-倾,literacy,倾,qīng,life,L5,倾倒 倾诉,用组词来记：「倾倒」「倾诉」。看见这些词，就能找到「倾」。,qīng
zh-牌,literacy,牌,pái,life,L5,标语牌 挡箭牌,用组词来记：「标语牌」「挡箭牌」。看见这些词，就能找到「牌」。,pái
zh-陷,literacy,陷,xiàn,life,L5,缺陷 失陷,用组词来记：「缺陷」「失陷」。看见这些词，就能找到「陷」。,xiàn
zh-鸟,literacy,鸟,niǎo,animal,L5,小鸟 飞鸟,用组词来记：「小鸟」「飞鸟」。看见这些词，就能找到「鸟」。,niǎo
zh-轰,literacy,轰,hōng,life,L5,轰动 轰击,用组词来记：「轰动」「轰击」。看见这些词，就能找到「轰」。,hōng
zh-菜,literacy,菜,cài,food,L5,青菜 买菜,用组词来记：「青菜」「买菜」。看见这些词，就能找到「菜」。,cài
zh-闭,literacy,闭,bì,body,L5,忽然闭口 闭合,用组词来记：「忽然闭口」「闭合」。看见这些词，就能找到「闭」。,bì
zh-奋,literacy,奋,fèn,body,L5,发奋 奋斗,用组词来记：「发奋」「奋斗」。看见这些词，就能找到「奋」。,fèn
zh-庆,literacy,庆,qìng,life,L5,安庆 重庆,用组词来记：「安庆」「重庆」。看见这些词，就能找到「庆」。,qìng
zh-撤,literacy,撤,chè,life,L5,撤兵 撤除,用组词来记：「撤兵」「撤除」。看见这些词，就能找到「撤」。,chè
zh-泪,literacy,泪,lèi,life,L5,挥泪 泪花,用组词来记：「挥泪」「泪花」。看见这些词，就能找到「泪」。,lèi
zh-茶,literacy,茶,chá,food,L5,喝茶 茶叶,用组词来记：「喝茶」「茶叶」。看见这些词，就能找到「茶」。,chá
zh-疾,literacy,疾,jí,life,L5,残疾 疾病,用组词来记：「残疾」「疾病」。看见这些词，就能找到「疾」。,jí
zh-缘,literacy,缘,yuán,life,L5,边缘 绝缘,用组词来记：「边缘」「绝缘」。看见这些词，就能找到「缘」。,yuán
zh-播,literacy,播,bō,body,L5,播出 播发,用组词来记：「播出」「播发」。看见这些词，就能找到「播」。,bō
zh-朗,literacy,朗,lǎng,action,L5,朗读 布朗,用组词来记：「朗读」「布朗」。看见这些词，就能找到「朗」。,lǎng
zh-杜,literacy,杜,dù,life,L5,杜绝 杜撰,用组词来记：「杜绝」「杜撰」。看见这些词，就能找到「杜」。,dù
zh-奶,literacy,奶,nǎi,family,L5,奶奶 牛奶,用组词来记：「奶奶」「牛奶」。看见这些词，就能找到「奶」。,nǎi
zh-季,literacy,季,jì,number,L5,四季 春季,用组词来记：「四季」「春季」。看见这些词，就能找到「季」。,jì
zh-丹,literacy,丹,dān,life,L5,丹东 丹青,用组词来记：「丹东」「丹青」。看见这些词，就能找到「丹」。,dān
zh-狗,literacy,狗,gǒu,animal,L5,小狗 白狗,用组词来记：「小狗」「白狗」。看见这些词，就能找到「狗」。,gǒu
zh-尾,literacy,尾,wěi,life,L5,结尾 末尾,用组词来记：「结尾」「末尾」。看见这些词，就能找到「尾」。,wěi
zh-仪,literacy,仪,yí,life,L5,礼仪 仪表,用组词来记：「礼仪」「仪表」。看见这些词，就能找到「仪」。,yí
zh-偷,literacy,偷,tōu,color,L5,偷采白莲 偷盗,用组词来记：「偷采白莲」「偷盗」。看见这些词，就能找到「偷」。,tōu
zh-奔,literacy,奔,bēn,animal,L5,万马奔腾 奔波,用组词来记：「万马奔腾」「奔波」。看见这些词，就能找到「奔」。,bēn
zh-珠,literacy,珠,zhū,life,L5,明珠 珍珠,用组词来记：「明珠」「珍珠」。看见这些词，就能找到「珠」。,zhū
zh-虫,literacy,虫,chóng,animal,L5,小虫 虫子,用组词来记：「小虫」「虫子」。看见这些词，就能找到「虫」。,chóng
zh-驻,literacy,驻,zhù,life,L5,常驻 进驻,用组词来记：「常驻」「进驻」。看见这些词，就能找到「驻」。,zhù
zh-孔,literacy,孔,kǒng,life,L5,孔府 孔雀,用组词来记：「孔府」「孔雀」。看见这些词，就能找到「孔」。,kǒng
zh-宜,literacy,宜,yí,life,L5,便宜 不宜,用组词来记：「便宜」「不宜」。看见这些词，就能找到「宜」。,yí
zh-桥,literacy,桥,qiáo,life,L5,大桥 小桥,用组词来记：「大桥」「小桥」。看见这些词，就能找到「桥」。,qiáo
zh-淡,literacy,淡,dàn,life,L5,暗淡 惨淡,用组词来记：「暗淡」「惨淡」。看见这些词，就能找到「淡」。,dàn
zh-翼,literacy,翼,yì,life,L5,侧翼 两翼,用组词来记：「侧翼」「两翼」。看见这些词，就能找到「翼」。,yì
zh-恨,literacy,恨,hèn,life,L5,仇恨 恨不得,用组词来记：「仇恨」「恨不得」。看见这些词，就能找到「恨」。,hèn
zh-繁,literacy,繁,fán,life,L5,繁多 繁华,用组词来记：「繁多」「繁华」。看见这些词，就能找到「繁」。,fán
zh-寒,literacy,寒,hán,nature,L5,寒山寺 凌寒独自,用组词来记：「寒山寺」「凌寒独自」。看见这些词，就能找到「寒」。,hán
zh-伴,literacy,伴,bàn,life,L5,伴侣 伴随,用组词来记：「伴侣」「伴随」。看见这些词，就能找到「伴」。,bàn
zh-叹,literacy,叹,tàn,life,L5,哀叹 感叹,用组词来记：「哀叹」「感叹」。看见这些词，就能找到「叹」。,tàn
zh-旦,literacy,旦,dàn,number,L5,旦夕 一旦,用组词来记：「旦夕」「一旦」。看见这些词，就能找到「旦」。,dàn
zh-愈,literacy,愈,yù,life,L5,病愈 愈合,用组词来记：「病愈」「愈合」。看见这些词，就能找到「愈」。,yù
zh-潮,literacy,潮,cháo,life,L5,潮流 潮气,用组词来记：「潮流」「潮气」。看见这些词，就能找到「潮」。,cháo
zh-粮,literacy,粮,liáng,life,L5,产粮 产粮区,用组词来记：「产粮」「产粮区」。看见这些词，就能找到「粮」。,liáng
zh-缩,literacy,缩,suō,life,L5,紧缩 浓缩,用组词来记：「紧缩」「浓缩」。看见这些词，就能找到「缩」。,suō
zh-罢,literacy,罢,bà,life,L5,罢工 罢免,用组词来记：「罢工」「罢免」。看见这些词，就能找到「罢」。,bà
zh-聚,literacy,聚,jù,life,L5,欢聚 汇聚,用组词来记：「欢聚」「汇聚」。看见这些词，就能找到「聚」。,jù
zh-径,literacy,径,jìng,nature,L5,石径斜 万径人踪,用组词来记：「石径斜」「万径人踪」。看见这些词，就能找到「径」。,jìng
zh-恰,literacy,恰,qià,life,L5,恰当 恰逢,用组词来记：「恰当」「恰逢」。看见这些词，就能找到「恰」。,qià
zh-挑,literacy,挑,tiāo,life,L5,肩挑 挑拨,用组词来记：「肩挑」「挑拨」。看见这些词，就能找到「挑」。,tiāo
zh-袋,literacy,袋,dài,life,L5,袋装 袋子,用组词来记：「袋装」「袋子」。看见这些词，就能找到「袋」。,dài
zh-灰,literacy,灰,huī,life,L5,骨灰 灰暗,用组词来记：「骨灰」「灰暗」。看见这些词，就能找到「灰」。,huī
zh-捕,literacy,捕,bǔ,life,L5,意欲捕鸣 被捕,用组词来记：「意欲捕鸣」「被捕」。看见这些词，就能找到「捕」。,bǔ
zh-珍,literacy,珍,zhēn,life,L5,袖珍 珍爱,用组词来记：「袖珍」「珍爱」。看见这些词，就能找到「珍」。,zhēn
zh-幕,literacy,幕,mù,life,L5,闭幕 闭幕词,用组词来记：「闭幕」「闭幕词」。看见这些词，就能找到「幕」。,mù
zh-映,literacy,映,yìng,life,L5,草映身 播映,用组词来记：「草映身」「播映」。看见这些词，就能找到「映」。,yìng
zh-裂,literacy,裂,liè,life,L5,爆裂 崩裂,用组词来记：「爆裂」「崩裂」。看见这些词，就能找到「裂」。,liè
zh-泰,literacy,泰,tài,life,L5,泰安 泰斗,用组词来记：「泰安」「泰斗」。看见这些词，就能找到「泰」。,tài
zh-隔,literacy,隔,gé,life,L5,分隔 隔断,用组词来记：「分隔」「隔断」。看见这些词，就能找到「隔」。,gé
zh-启,literacy,启,qǐ,life,L5,启程 启齿,用组词来记：「启程」「启齿」。看见这些词，就能找到「启」。,qǐ
zh-尖,literacy,尖,jiān,body,L5,鼻尖 尖尖角,用组词来记：「鼻尖」「尖尖角」。看见这些词，就能找到「尖」。,jiān
zh-忠,literacy,忠,zhōng,life,L5,忠诚 忠告,用组词来记：「忠诚」「忠告」。看见这些词，就能找到「忠」。,zhōng
zh-累,literacy,累,lèi,life,L5,积累 劳累,用组词来记：「积累」「劳累」。看见这些词，就能找到「累」。,lèi
zh-炎,literacy,炎,yán,body,L5,发炎 炎凉,用组词来记：「发炎」「炎凉」。看见这些词，就能找到「炎」。,yán
zh-暂,literacy,暂,zàn,life,L5,短暂 暂不,用组词来记：「短暂」「暂不」。看见这些词，就能找到「暂」。,zàn
zh-估,literacy,估,gū,life,L5,低估 估产,用组词来记：「低估」「估产」。看见这些词，就能找到「估」。,gū
zh-泛,literacy,泛,fàn,life,L5,泛滥 广泛,用组词来记：「泛滥」「广泛」。看见这些词，就能找到「泛」。,fàn
zh-荒,literacy,荒,huāng,life,L5,备荒 荒诞,用组词来记：「备荒」「荒诞」。看见这些词，就能找到「荒」。,huāng
zh-偿,literacy,偿,cháng,life,L5,补偿 补偿费,用组词来记：「补偿」「补偿费」。看见这些词，就能找到「偿」。,cháng
zh-横,literacy,横,héng,life,L5,横穿 横渡,用组词来记：「横穿」「横渡」。看见这些词，就能找到「横」。,héng
zh-拒,literacy,拒,jù,life,L5,拒不 拒付,用组词来记：「拒不」「拒付」。看见这些词，就能找到「拒」。,jù
zh-瑞,literacy,瑞,ruì,life,L5,瑞典 瑞丽,用组词来记：「瑞典」「瑞丽」。看见这些词，就能找到「瑞」。,ruì
zh-忆,literacy,忆,yì,life,L5,回忆 回忆录,用组词来记：「回忆」「回忆录」。看见这些词，就能找到「忆」。,yì
zh-孤,literacy,孤,gū,number,L5,一片孤城 孤帆一片,用组词来记：「一片孤城」「孤帆一片」。看见这些词，就能找到「孤」。,gū
zh-鼻,literacy,鼻,bí,body,L5,鼻子 鼻尖,用组词来记：「鼻子」「鼻尖」。看见这些词，就能找到「鼻」。,bí
zh-闹,literacy,闹,nào,life,L5,闹钟 吵闹,用组词来记：「闹钟」「吵闹」。看见这些词，就能找到「闹」。,nào
zh-羊,literacy,羊,yáng,animal,L5,小羊 山羊,用组词来记：「小羊」「山羊」。看见这些词，就能找到「羊」。,yáng
zh-呆,literacy,呆,dāi,school,L5,呆板 书呆子,用组词来记：「呆板」「书呆子」。看见这些词，就能找到「呆」。,dāi
zh-厉,literacy,厉,lì,life,L5,厉害 凌厉,用组词来记：「厉害」「凌厉」。看见这些词，就能找到「厉」。,lì
zh-衡,literacy,衡,héng,life,L5,不平衡 衡量,用组词来记：「不平衡」「衡量」。看见这些词，就能找到「衡」。,héng
zh-胞,literacy,胞,bāo,family,L5,胞波 胞弟,用组词来记：「胞波」「胞弟」。看见这些词，就能找到「胞」。,bāo
zh-零,literacy,零,líng,life,L5,等于零 孤零零,用组词来记：「等于零」「孤零零」。看见这些词，就能找到「零」。,líng
zh-穷,literacy,穷,qióng,life,L5,欲穷千里 贫穷,用组词来记：「欲穷千里」「贫穷」。看见这些词，就能找到「穷」。,qióng
zh-舍,literacy,舍,shě,life,L5,取舍 舍不得,用组词来记：「取舍」「舍不得」。看见这些词，就能找到「舍」。,shě
zh-码,literacy,码,mǎ,life,L5,编码 筹码,用组词来记：「编码」「筹码」。看见这些词，就能找到「码」。,mǎ
zh-赫,literacy,赫,hè,life,L5,赫哲 显赫,用组词来记：「赫哲」「显赫」。看见这些词，就能找到「赫」。,hè
zh-婆,literacy,婆,pó,life,L5,老婆 婆家,用组词来记：「老婆」「婆家」。看见这些词，就能找到「婆」。,pó
zh-魂,literacy,魂,hún,life,L5,魂魄 灵魂,用组词来记：「魂魄」「灵魂」。看见这些词，就能找到「魂」。,hún
zh-灾,literacy,灾,zāi,animal,L5,成灾 虫灾,用组词来记：「成灾」「虫灾」。看见这些词，就能找到「灾」。,zāi
zh-洪,literacy,洪,hóng,life,L5,防洪 分洪,用组词来记：「防洪」「分洪」。看见这些词，就能找到「洪」。,hóng
zh-腿,literacy,腿,tuǐ,body,L5,小腿 大腿,用组词来记：「小腿」「大腿」。看见这些词，就能找到「腿」。,tuǐ
zh-胆,literacy,胆,dǎn,life,L5,大胆 胆大,用组词来记：「大胆」「胆大」。看见这些词，就能找到「胆」。,dǎn
zh-津,literacy,津,jīn,life,L5,京津 津贴,用组词来记：「京津」「津贴」。看见这些词，就能找到「津」。,jīn
zh-俗,literacy,俗,sú,nature,L5,风俗 陋俗,用组词来记：「风俗」「陋俗」。看见这些词，就能找到「俗」。,sú
zh-辩,literacy,辩,biàn,life,L5,辩驳 辩护,用组词来记：「辩驳」「辩护」。看见这些词，就能找到「辩」。,biàn
zh-胸,literacy,胸,xiōng,life,L5,心胸 胸怀,用组词来记：「心胸」「胸怀」。看见这些词，就能找到「胸」。,xiōng
zh-晓,literacy,晓,xiǎo,life,L5,分晓 拂晓,用组词来记：「分晓」「拂晓」。看见这些词，就能找到「晓」。,xiǎo
zh-劲,literacy,劲,jìn,life,L5,苍劲 费劲,用组词来记：「苍劲」「费劲」。看见这些词，就能找到「劲」。,jìn
zh-贫,literacy,贫,pín,life,L5,扶贫 贫乏,用组词来记：「扶贫」「贫乏」。看见这些词，就能找到「贫」。,pín
zh-仁,literacy,仁,rén,life,L5,仁爱 仁慈,用组词来记：「仁爱」「仁慈」。看见这些词，就能找到「仁」。,rén
zh-偶,literacy,偶,ǒu,nature,L5,木偶 偶尔,用组词来记：「木偶」「偶尔」。看见这些词，就能找到「偶」。,ǒu
zh-辑,literacy,辑,jí,life,L5,编辑 编辑部,用组词来记：「编辑」「编辑部」。看见这些词，就能找到「辑」。,jí
zh-邦,literacy,邦,bāng,life,L5,联邦 邻邦,用组词来记：「联邦」「邻邦」。看见这些词，就能找到「邦」。,bāng
zh-赖,literacy,赖,lài,life,L5,抵赖 狡赖,用组词来记：「抵赖」「狡赖」。看见这些词，就能找到「赖」。,lài
zh-圈,literacy,圈,quān,life,L5,兜圈子 花圈,用组词来记：「兜圈子」「花圈」。看见这些词，就能找到「圈」。,quān
zh-摸,literacy,摸,mō,life,L5,触摸 抚摸,用组词来记：「触摸」「抚摸」。看见这些词，就能找到「摸」。,mō
zh-仰,literacy,仰,yǎng,life,L5,景仰 敬仰,用组词来记：「景仰」「敬仰」。看见这些词，就能找到「仰」。,yǎng
zh-润,literacy,润,rùn,life,L5,纯利润 浸润,用组词来记：「纯利润」「浸润」。看见这些词，就能找到「润」。,rùn
zh-堆,literacy,堆,duī,life,L5,成堆 堆放,用组词来记：「成堆」「堆放」。看见这些词，就能找到「堆」。,duī
zh-碰,literacy,碰,pèng,life,L5,磕碰 碰壁,用组词来记：「磕碰」「碰壁」。看见这些词，就能找到「碰」。,pèng
zh-艇,literacy,艇,tǐng,life,L5,核潜艇 舰艇,用组词来记：「核潜艇」「舰艇」。看见这些词，就能找到「艇」。,tǐng
zh-稍,literacy,稍,shāo,life,L5,稍不 稍差,用组词来记：「稍不」「稍差」。看见这些词，就能找到「稍」。,shāo
zh-迟,literacy,迟,chí,life,L5,意恐迟迟 迟到,用组词来记：「意恐迟迟」「迟到」。看见这些词，就能找到「迟」。,chí
zh-废,literacy,废,fèi,life,L5,报废 残废,用组词来记：「报废」「残废」。看见这些词，就能找到「废」。,fèi
zh-净,literacy,净,jìng,life,L5,纯净 干净,用组词来记：「纯净」「干净」。看见这些词，就能找到「净」。,jìng
zh-凶,literacy,凶,xiōng,life,L5,帮凶 吉凶,用组词来记：「帮凶」「吉凶」。看见这些词，就能找到「凶」。,xiōng
zh-署,literacy,署,shǔ,life,L5,部署 公署,用组词来记：「部署」「公署」。看见这些词，就能找到「署」。,shǔ
zh-壁,literacy,壁,bì,life,L5,壁画 壁垒,用组词来记：「壁画」「壁垒」。看见这些词，就能找到「壁」。,bì
zh-御,literacy,御,yù,life,L5,抵御 防御,用组词来记：「抵御」「防御」。看见这些词，就能找到「御」。,yù
zh-奉,literacy,奉,fèng,life,L5,奉告 奉还,用组词来记：「奉告」「奉还」。看见这些词，就能找到「奉」。,fèng
zh-旋,literacy,旋,xuán,life,L5,回旋 凯旋,用组词来记：「回旋」「凯旋」。看见这些词，就能找到「旋」。,xuán
zh-冬,literacy,冬,dōng,nature,L5,冬天 冬日,用组词来记：「冬天」「冬日」。看见这些词，就能找到「冬」。,dōng
zh-矿,literacy,矿,kuàng,life,L5,采矿 采矿业,用组词来记：「采矿」「采矿业」。看见这些词，就能找到「矿」。,kuàng
zh-抬,literacy,抬,tái,body,L5,抬高 抬头,用组词来记：「抬高」「抬头」。看见这些词，就能找到「抬」。,tái
zh-蛋,literacy,蛋,dàn,food,L5,鸡蛋 蛋糕,用组词来记：「鸡蛋」「蛋糕」。看见这些词，就能找到「蛋」。,dàn
zh-晨,literacy,晨,chén,life,L5,今晨 凌晨,用组词来记：「今晨」「凌晨」。看见这些词，就能找到「晨」。,chén
zh-伏,literacy,伏,fú,life,L5,倒伏 伏案,用组词来记：「倒伏」「伏案」。看见这些词，就能找到「伏」。,fú
zh-吹,literacy,吹,chuī,nature,L5,北风吹雁 春风吹又,用组词来记：「北风吹雁」「春风吹又」。看见这些词，就能找到「吹」。,chuī
zh-鸡,literacy,鸡,jī,animal,L5,小鸡 公鸡,用组词来记：「小鸡」「公鸡」。看见这些词，就能找到「鸡」。,jī
zh-倍,literacy,倍,bèi,family,L5,倍思亲 百倍,用组词来记：「倍思亲」「百倍」。看见这些词，就能找到「倍」。,bèi
zh-糊,literacy,糊,hú,life,L5,含糊 糊涂,用组词来记：「含糊」「糊涂」。看见这些词，就能找到「糊」。,hú
zh-秦,literacy,秦,qín,nature,L5,秦时明月 秦皇岛,用组词来记：「秦时明月」「秦皇岛」。看见这些词，就能找到「秦」。,qín
zh-盾,literacy,盾,dùn,life,L5,盾牌 矛盾,用组词来记：「盾牌」「矛盾」。看见这些词，就能找到「盾」。,dùn
zh-杯,literacy,杯,bēi,life,L5,水杯 杯子,用组词来记：「水杯」「杯子」。看见这些词，就能找到「杯」。,bēi
zh-租,literacy,租,zū,life,L5,包租 承租,用组词来记：「包租」「承租」。看见这些词，就能找到「租」。,zū
zh-骑,literacy,骑,qí,animal,L5,骑马 牧童骑黄,用组词来记：「骑马」「牧童骑黄」。看见这些词，就能找到「骑」。,qí
zh-乏,literacy,乏,fá,life,L5,不乏 乏味,用组词来记：「不乏」「乏味」。看见这些词，就能找到「乏」。,fá
zh-隆,literacy,隆,lóng,life,L5,轰隆 隆冬,用组词来记：「轰隆」「隆冬」。看见这些词，就能找到「隆」。,lóng
zh-诊,literacy,诊,zhěn,life,L5,出诊 会诊,用组词来记：「出诊」「会诊」。看见这些词，就能找到「诊」。,zhěn
zh-奴,literacy,奴,nú,life,L5,奴隶 奴役,用组词来记：「奴隶」「奴役」。看见这些词，就能找到「奴」。,nú
zh-摄,literacy,摄,shè,life,L5,拍摄 摄氏,用组词来记：「拍摄」「摄氏」。看见这些词，就能找到「摄」。,shè
zh-丧,literacy,丧,sàng,life,L5,奔丧 沮丧,用组词来记：「奔丧」「沮丧」。看见这些词，就能找到「丧」。,sàng
zh-污,literacy,污,wū,life,L5,反贪污 排污,用组词来记：「反贪污」「排污」。看见这些词，就能找到「污」。,wū
zh-渡,literacy,渡,dù,life,L5,摆渡 渡船,用组词来记：「摆渡」「渡船」。看见这些词，就能找到「渡」。,dù
zh-旗,literacy,旗,qí,life,L5,国旗 彩旗,用组词来记：「国旗」「彩旗」。看见这些词，就能找到「旗」。,qí
zh-甘,literacy,甘,gān,life,L5,不甘心 甘当,用组词来记：「不甘心」「甘当」。看见这些词，就能找到「甘」。,gān
zh-耐,literacy,耐,nài,nature,L5,耐寒 耐火,用组词来记：「耐寒」「耐火」。看见这些词，就能找到「耐」。,nài
zh-凭,literacy,凭,píng,life,L5,凭借 凭据,用组词来记：「凭借」「凭据」。看见这些词，就能找到「凭」。,píng
zh-扎,literacy,扎,zhā,life,L5,包扎 结扎,用组词来记：「包扎」「结扎」。看见这些词，就能找到「扎」。,zhā
zh-抢,literacy,抢,qiǎng,life,L5,抢夺 抢购,用组词来记：「抢夺」「抢购」。看见这些词，就能找到「抢」。,qiǎng
zh-绪,literacy,绪,xù,life,L5,愁绪 就绪,用组词来记：「愁绪」「就绪」。看见这些词，就能找到「绪」。,xù
zh-粗,literacy,粗,cū,life,L5,粗暴 粗糙,用组词来记：「粗暴」「粗糙」。看见这些词，就能找到「粗」。,cū
zh-肩,literacy,肩,jiān,life,L5,并肩 肩膀,用组词来记：「并肩」「肩膀」。看见这些词，就能找到「肩」。,jiān
zh-梁,literacy,梁,liáng,life,L5,大梁 顶梁柱,用组词来记：「大梁」「顶梁柱」。看见这些词，就能找到「梁」。,liáng
zh-幻,literacy,幻,huàn,life,L5,变幻 幻灯,用组词来记：「变幻」「幻灯」。看见这些词，就能找到「幻」。,huàn
zh-皆,literacy,皆,jiē,life,L5,粒粒皆辛 皆可,用组词来记：「粒粒皆辛」「皆可」。看见这些词，就能找到「皆」。,jiē
zh-碎,literacy,碎,suì,life,L5,打碎 粉碎,用组词来记：「打碎」「粉碎」。看见这些词，就能找到「碎」。,suì
zh-岩,literacy,岩,yán,nature,L5,花岗岩 岩石,用组词来记：「花岗岩」「岩石」。看见这些词，就能找到「岩」。,yán
zh-荡,literacy,荡,dàng,life,L5,荡涤 动荡,用组词来记：「荡涤」「动荡」。看见这些词，就能找到「荡」。,dàng
zh-综,literacy,综,zōng,life,L5,综观 综合,用组词来记：「综观」「综合」。看见这些词，就能找到「综」。,zōng
